Timestamp,Device_ID,Service,Software_Version,Signal_Latency_ms,Packet_Loss_Rate,Reconnect_Count,Latency_Rolling_24h,Telemetry_Risk_Score,Telemetry_Anomaly
2024-01-03 10:00:00,DEV-0023,API-Gateway,v1.5,80.975,0.02039,0,84.56633333333333,56.8,False
2024-01-03 10:00:00,DEV-0015,API-Gateway,v2.0,78.012,0.01718,0,83.21583333333334,50.9,False
2024-01-03 11:00:00,DEV-0001,API-Gateway,v1.5,78.208,0.00227,0,83.36604166666666,30.0,False
2024-01-03 12:00:00,DEV-0013,API-Gateway,v1.4,65.388,0.02369,0,82.88941666666666,46.2,False
2024-01-03 12:00:00,DEV-0031,Reporting-Service,v1.4,61.848,0.01558,0,84.0265,36.0,False
2024-01-03 12:00:00,DEV-0030,Reporting-Service,v1.5,63.599,0.01123,0,86.52445833333333,30.1,False
2024-01-03 13:00:00,DEV-0046,API-Gateway,v1.4,84.846,0.01822,0,84.32629166666668,58.9,False
2024-01-03 14:00:00,DEV-0049,Reporting-Service,v2.0,82.206,0.00961,0,84.97545833333334,43.3,False
2024-01-03 14:00:00,DEV-0045,Reporting-Service,v2.0,98.755,0.02638,0,85.00675,76.4,False
2024-01-03 14:00:00,DEV-0035,Notification-Service,v1.4,100.031,0.0215,0,86.83591666666666,74.1,False
2024-01-03 15:00:00,DEV-0001,Data-Ingestion,v2.0,71.989,0.00176,0,78.504375,23.7,False
2024-01-03 15:00:00,DEV-0021,Notification-Service,v1.5,95.32,0.0171,0,86.02541666666667,66.8,False
2024-01-03 15:00:00,DEV-0019,API-Gateway,v1.4,65.425,0.01884,1,83.46154166666666,51.3,False
2024-01-03 16:00:00,DEV-0047,API-Gateway,v2.0,89.146,0.01248,1,83.56341666666667,64.1,False
2024-01-03 16:00:00,DEV-0039,Data-Ingestion,v1.5,86.594,0.02281,0,78.48529166666667,64.9,False
2024-01-03 16:00:00,DEV-0018,Notification-Service,v2.0,68.57,0.002,0,85.96920833333333,21.2,False
2024-01-03 16:00:00,DEV-0009,API-Gateway,v1.5,98.096,0.01209,2,83.5385,72.5,False
2024-01-03 17:00:00,DEV-0028,API-Gateway,v1.5,88.203,0.01503,0,84.13195833333333,58.1,False
2024-01-03 17:00:00,DEV-0001,API-Gateway,v1.5,99.923,0.02047,1,82.98979166666666,82.4,False
2024-01-03 17:00:00,DEV-0038,Data-Ingestion,v1.4,59.604,0.00945,0,78.47045833333333,25.0,False
2024-01-03 18:00:00,DEV-0039,Reporting-Service,v1.5,86.552,0.00797,0,83.59525,44.9,False
2024-01-03 19:00:00,DEV-0040,Notification-Service,v1.4,110.106,0.00298,2,86.49204166666668,64.2,False
2024-01-03 19:00:00,DEV-0043,Reporting-Service,v2.0,87.727,0.0027,0,84.0115,39.8,False
2024-01-03 19:00:00,DEV-0035,API-Gateway,v1.4,86.918,0.00288,0,83.20345833333333,39.3,False
2024-01-03 19:00:00,DEV-0044,Notification-Service,v2.0,82.557,0.01106,0,85.76412499999999,46.3,False
2024-01-03 20:00:00,DEV-0041,API-Gateway,v2.0,115.073,0.00931,1,84.93533333333333,71.7,False
2024-01-03 21:00:00,DEV-0031,API-Gateway,v1.5,75.487,0.00808,0,84.04183333333334,33.7,False
2024-01-03 21:00:00,DEV-0020,Notification-Service,v1.5,88.579,0.03743,0,86.85991666666666,70.0,False
2024-01-03 21:00:00,DEV-0020,Data-Ingestion,v1.5,82.252,0.01469,0,78.48479166666667,51.9,False
2024-01-03 22:00:00,DEV-0030,Reporting-Service,v1.5,64.324,0.00046,0,82.66466666666666,17.3,False
2024-01-03 23:00:00,DEV-0003,API-Gateway,v1.5,63.858,0.01779,0,83.38425,40.0,False
2024-01-03 23:00:00,DEV-0006,Reporting-Service,v2.0,81.778,0.01023,0,82.76608333333333,43.8,False
2024-01-03 23:00:00,DEV-0011,Data-Ingestion,v1.5,57.841,0.00874,0,76.99520833333334,23.1,False
2024-01-03 23:00:00,DEV-0046,Reporting-Service,v1.4,99.058,0.00311,1,82.84354166666667,58.3,False
2024-01-04 00:00:00,DEV-0027,Notification-Service,v1.5,82.694,0.00951,1,85.90666666666665,53.2,False
2024-01-04 00:00:00,DEV-0021,Data-Ingestion,v1.4,74.236,0.0,1,77.16233333333334,32.7,False
2024-01-04 00:00:00,DEV-0002,Notification-Service,v1.4,54.358,0.01512,0,84.65125,32.4,False
2024-01-04 00:00:00,DEV-0020,Reporting-Service,v2.0,70.8,0.02848,1,80.631125,61.3,False
2024-01-04 01:00:00,DEV-0043,API-Gateway,v1.4,107.853,0.01624,0,84.20066666666666,71.4,False
2024-01-04 01:00:00,DEV-0009,Notification-Service,v2.0,89.147,0.01644,0,85.16270833333333,60.8,False
2024-01-04 02:00:00,DEV-0017,API-Gateway,v1.5,66.394,0.01295,0,82.73645833333333,34.6,False
2024-01-04 02:00:00,DEV-0019,Notification-Service,v1.4,78.945,0.01531,0,86.07204166666666,49.2,False
2024-01-04 03:00:00,DEV-0048,API-Gateway,v1.5,102.976,0.02518,0,82.90879166666666,77.7,False
2024-01-04 04:00:00,DEV-0047,Data-Ingestion,v2.0,90.596,0.0027,0,78.31016666666666,42.4,False
2024-01-04 04:00:00,DEV-0008,API-Gateway,v1.5,80.418,0.01952,0,82.64920833333333,55.4,False
2024-01-04 04:00:00,DEV-0019,Notification-Service,v1.4,29.249,0.01506,0,83.55316666666667,29.8,False
2024-01-04 04:00:00,DEV-0027,Reporting-Service,v1.4,90.834,0.0216,0,80.38379166666665,67.8,False
2024-01-04 05:00:00,DEV-0022,Notification-Service,v1.4,80.025,0.01172,1,81.90858333333334,53.8,False
2024-01-04 05:00:00,DEV-0032,Notification-Service,v2.0,81.965,0.01526,0,83.80616666666667,52.3,False
2024-01-04 06:00:00,DEV-0025,Data-Ingestion,v2.0,82.623,0.00974,0,77.02816666666666,44.0,False
2024-01-04 06:00:00,DEV-0016,Data-Ingestion,v1.5,64.005,0.00367,0,75.94866666666667,19.6,False
2024-01-04 07:00:00,DEV-0024,API-Gateway,v1.5,90.341,0.0,0,82.6575,39.2,False
2024-01-04 07:00:00,DEV-0043,Reporting-Service,v2.0,93.376,0.00077,1,82.23095833333333,52.6,False
2024-01-04 07:00:00,DEV-0027,Data-Ingestion,v2.0,73.31,0.01896,1,76.16366666666667,57.3,False
2024-01-04 08:00:00,DEV-0024,Reporting-Service,v1.4,80.933,0.00617,0,82.44358333333334,36.5,False
2024-01-04 08:00:00,DEV-0037,Data-Ingestion,v1.5,88.349,0.01813,0,77.538625,62.1,False
2024-01-04 09:00:00,DEV-0017,Reporting-Service,v1.5,107.961,0.00799,1,82.83279166666667,67.4,False
2024-01-04 09:00:00,DEV-0005,Reporting-Service,v1.4,94.061,0.009,0,82.82600000000001,53.1,False
2024-01-04 10:00:00,DEV-0015,API-Gateway,v2.0,77.071,0.00931,0,82.04858333333334,37.4,False
2024-01-04 11:00:00,DEV-0032,Data-Ingestion,v1.5,100.82,0.0215,0,78.08737500000001,74.4,False
2024-01-04 11:00:00,DEV-0011,Notification-Service,v1.5,93.09,0.0,1,82.59366666666666,50.8,False
2024-01-04 11:00:00,DEV-0002,Notification-Service,v1.5,72.497,0.01199,0,82.38775,37.7,False
2024-01-04 12:00:00,DEV-0036,Reporting-Service,v1.5,94.193,0.00436,0,82.31791666666666,47.0,False
2024-01-04 13:00:00,DEV-0017,Reporting-Service,v2.0,66.534,0.0077,2,81.81700000000001,37.5,False
2024-01-04 13:00:00,DEV-0039,Reporting-Service,v1.4,83.974,0.03156,0,80.96329166666666,65.6,False
2024-01-04 14:00:00,DEV-0035,API-Gateway,v1.4,90.19,0.02356,0,82.53229166666667,68.6,False
2024-01-04 14:00:00,DEV-0019,Data-Ingestion,v1.5,73.784,0.02106,0,78.08904166666666,50.6,False
2024-01-04 14:00:00,DEV-0019,Notification-Service,v1.4,89.401,0.01295,0,82.199125,55.7,False
2024-01-04 15:00:00,DEV-0020,API-Gateway,v1.5,53.33,0.0047,0,81.04691666666666,16.1,False
2024-01-04 15:00:00,DEV-0031,Data-Ingestion,v1.4,71.441,0.02348,0,77.326375,50.3,False
2024-01-04 15:00:00,DEV-0040,Notification-Service,v1.4,83.114,0.01288,0,82.310875,49.8,False
2024-01-04 15:00:00,DEV-0042,Notification-Service,v1.5,93.758,0.00979,0,82.60425,53.9,False
2024-01-04 16:00:00,DEV-0006,Notification-Service,v2.0,85.247,0.00675,1,83.05745833333333,51.2,False
2024-01-04 16:00:00,DEV-0009,API-Gateway,v1.4,99.526,0.02194,0,83.466,74.3,False
2024-01-04 17:00:00,DEV-0017,Data-Ingestion,v2.0,108.773,0.00983,0,79.93091666666666,61.3,False
2024-01-04 17:00:00,DEV-0034,Data-Ingestion,v1.5,62.248,0.01761,1,77.01966666666667,48.1,False
2024-01-04 18:00:00,DEV-0043,Notification-Service,v1.4,90.106,0.01202,0,83.86591666666666,54.9,False
2024-01-04 18:00:00,DEV-0016,API-Gateway,v1.4,83.422,0.02107,0,84.211625,60.6,False
2024-01-04 19:00:00,DEV-0037,Notification-Service,v2.0,83.111,0.0123,0,84.51716666666667,49.0,False
2024-01-04 19:00:00,DEV-0024,Notification-Service,v2.0,40.247,0.0,0,83.10795833333333,9.3,False
2024-01-04 19:00:00,DEV-0042,Data-Ingestion,v1.5,77.265,0.00651,0,81.17416666666666,33.3,False
2024-01-04 19:00:00,DEV-0033,Data-Ingestion,v2.0,113.884,0.01121,0,81.926,65.4,False
2024-01-04 20:00:00,DEV-0003,API-Gateway,v1.5,90.516,0.00893,0,84.60916666666667,50.1,False
2024-01-04 20:00:00,DEV-0038,API-Gateway,v2.0,77.417,0.0,0,84.584375,26.5,False
2024-01-04 20:00:00,DEV-0009,Reporting-Service,v1.5,99.328,0.01418,0,82.489375,65.3,False
2024-01-04 20:00:00,DEV-0031,Data-Ingestion,v1.5,82.024,0.02378,1,80.99858333333333,70.3,False
2024-01-04 21:00:00,DEV-0014,Reporting-Service,v1.5,89.514,0.00144,0,82.62120833333334,40.3,False
2024-01-04 21:00:00,DEV-0014,Notification-Service,v1.5,64.039,0.01132,1,80.44758333333333,39.9,False
2024-01-04 21:00:00,DEV-0036,Data-Ingestion,v1.5,74.589,0.00909,0,80.22833333333334,34.8,False
2024-01-04 22:00:00,DEV-0033,API-Gateway,v1.5,73.249,0.01536,0,85.86183333333332,43.6,False
2024-01-04 22:00:00,DEV-0018,API-Gateway,v1.5,109.572,0.02006,1,86.57541666666667,85.3,False
2024-01-04 22:00:00,DEV-0045,API-Gateway,v1.4,59.896,0.00459,0,85.53583333333334,18.4,False
2024-01-04 22:00:00,DEV-0039,API-Gateway,v2.0,81.809,0.00099,1,84.73441666666666,42.0,False
2024-01-04 23:00:00,DEV-0027,Notification-Service,v1.5,96.086,0.00479,0,80.51008333333333,48.8,False
2024-01-04 23:00:00,DEV-0011,Data-Ingestion,v1.4,78.653,0.00629,0,78.04529166666667,34.5,False
2024-01-04 23:00:00,DEV-0019,Data-Ingestion,v1.5,66.169,0.03025,0,78.31779166666666,49.0,False
2024-01-04 23:00:00,DEV-0006,API-Gateway,v2.0,41.504,0.00244,1,83.87675,21.6,False
2024-01-05 00:00:00,DEV-0041,Reporting-Service,v1.5,92.072,0.01653,0,83.34958333333334,63.6,False
2024-01-05 00:00:00,DEV-0024,Reporting-Service,v1.5,83.557,0.01462,0,84.09129166666666,53.3,False
2024-01-05 01:00:00,DEV-0010,API-Gateway,v1.5,109.934,0.02222,0,84.37,78.2,False
2024-01-05 02:00:00,DEV-0039,Data-Ingestion,v1.5,100.808,0.01254,2,79.81658333333333,74.4,False
2024-01-05 02:00:00,DEV-0016,Notification-Service,v2.0,95.941,0.01169,0,80.33966666666666,59.2,False
2024-01-05 02:00:00,DEV-0018,Data-Ingestion,v1.5,109.302,0.00562,0,81.29829166666666,55.2,False
2024-01-05 03:00:00,DEV-0020,Reporting-Service,v1.5,96.324,0.00842,0,85.08016666666667,53.8,False
2024-01-05 04:00:00,DEV-0049,API-Gateway,v1.4,75.251,0.01498,0,83.342,45.0,False
2024-01-05 04:00:00,DEV-0050,Reporting-Service,v2.0,93.917,0.0172,0,85.96770833333335,65.9,False
2024-01-05 04:00:00,DEV-0017,API-Gateway,v2.0,111.161,0.01491,0,84.29858333333333,70.6,False
2024-01-05 05:00:00,DEV-0025,API-Gateway,v2.0,96.325,0.01248,1,84.69054166666666,70.1,False
2024-01-05 05:00:00,DEV-0025,API-Gateway,v1.5,86.638,0.01876,2,83.50575,72.5,False
2024-01-05 05:00:00,DEV-0019,Reporting-Service,v2.0,96.836,0.01336,0,87.35258333333333,62.4,False
2024-01-05 06:00:00,DEV-0007,Notification-Service,v1.4,64.064,0.02186,0,79.03733333333334,44.2,False
2024-01-05 06:00:00,DEV-0036,Data-Ingestion,v2.0,96.482,0.0066,0,82.31883333333333,51.1,False
2024-01-05 06:00:00,DEV-0022,Data-Ingestion,v1.4,78.347,0.01501,0,81.97520833333334,48.2,False
2024-01-05 06:00:00,DEV-0013,Reporting-Service,v2.0,44.481,0.01691,0,86.62895833333333,33.0,False
