Week_Start,Region,Segment,Product_Family,Pipeline_Value_EUR,Bookings_EUR,Win_Rate,Conversion_Rate,Activity_Count,New_Opportunities,Forecast_Coverage,Event_Label,Event_Driver,Data_Classification,Pipeline_Change_4W,Bookings_Change_4W,Win_Rate_Change_4W,Attention_Score,Requires_Review
2025-01-06,France,Enterprise,AI,236934.62,53524.85,0.2436,0.1317,148,27,4.43,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,France,Enterprise,Automation,276149.8,55189.63,0.2319,0.1358,185,28,5.0,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,France,Enterprise,Cloud,332172.53,71433.65,0.259,0.1378,198,38,4.65,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,France,Enterprise,Platform,380137.86,96833.92,0.3126,0.182,252,56,3.93,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Commercial,AI,104343.88,17047.17,0.1771,0.0874,70,13,6.12,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Commercial,Automation,138677.79,28699.88,0.2179,0.1129,109,14,4.83,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Commercial,Cloud,164820.72,34149.97,0.2122,0.1134,112,28,4.83,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Commercial,Platform,166308.96,37646.04,0.2714,0.1628,100,20,4.42,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Enterprise,AI,183270.89,31565.32,0.2011,0.122,111,21,5.81,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Enterprise,Automation,216540.02,48452.39,0.2516,0.131,141,28,4.47,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Enterprise,Cloud,261558.47,51037.71,0.2455,0.1453,179,37,5.12,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Iberia,Enterprise,Platform,303621.4,79753.91,0.294,0.1586,202,35,3.81,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Commercial,AI,142703.5,27711.98,0.231,0.1262,82,14,5.15,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Commercial,Automation,165702.0,36930.73,0.2392,0.1337,124,21,4.49,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Commercial,Cloud,189880.71,44179.78,0.2559,0.163,110,15,4.3,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Commercial,Platform,199811.86,38185.51,0.2125,0.1118,141,30,5.23,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Enterprise,AI,219266.43,50669.54,0.2525,0.1172,120,19,4.33,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Enterprise,Automation,242970.58,50997.64,0.2501,0.158,123,24,4.76,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Enterprise,Cloud,284549.19,57525.77,0.2165,0.117,175,29,4.95,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,Nordics,Enterprise,Platform,349513.7,76158.53,0.2669,0.1303,201,26,4.59,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Commercial,AI,152536.91,25539.31,0.1856,0.0902,91,15,5.97,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Commercial,Automation,211636.21,37467.54,0.2078,0.1208,121,22,5.65,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Commercial,Cloud,260336.55,53591.45,0.2344,0.1216,155,25,4.86,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Commercial,Platform,288713.39,67017.65,0.2565,0.1389,187,25,4.31,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Enterprise,AI,271241.05,44748.8,0.1949,0.1103,177,35,6.06,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Enterprise,Automation,304467.3,74892.73,0.2724,0.1567,183,38,4.07,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Enterprise,Cloud,392462.38,85322.46,0.2607,0.1501,264,55,4.6,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-06,UKI,Enterprise,Platform,392108.31,86576.12,0.2503,0.1531,229,47,4.53,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Commercial,AI,114558.27,21745.03,0.2179,0.1211,84,15,5.27,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Commercial,Automation,167765.81,32245.15,0.2027,0.1066,125,22,5.2,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Commercial,Cloud,188318.16,25862.59,0.1789,0.0875,148,26,7.28,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Commercial,Platform,182195.58,34308.54,0.2002,0.1057,113,17,5.31,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Enterprise,AI,198617.93,40924.64,0.2282,0.1131,140,28,4.85,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Enterprise,Automation,253701.51,50090.27,0.2656,0.1337,139,31,5.06,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Enterprise,Cloud,282651.97,63843.45,0.2384,0.1399,182,28,4.43,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Benelux,Enterprise,Platform,310881.06,69484.83,0.2441,0.1315,209,36,4.47,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Commercial,AI,190228.44,44979.44,0.2432,0.1303,129,21,4.23,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Commercial,Automation,253474.57,52337.2,0.2477,0.1327,153,29,4.84,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Commercial,Cloud,288208.06,66304.22,0.2606,0.1353,182,34,4.35,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Commercial,Platform,309386.57,69030.43,0.2543,0.1534,201,38,4.48,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Enterprise,AI,310728.44,76547.86,0.2717,0.1534,183,39,4.06,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Enterprise,Automation,386227.22,90607.69,0.2706,0.1638,235,35,4.26,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Enterprise,Cloud,461878.92,87871.92,0.2335,0.1523,311,54,5.26,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,DACH,Enterprise,Platform,531439.01,148731.55,0.3021,0.1455,341,53,3.57,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Commercial,AI,141686.03,29231.14,0.2282,0.1204,95,20,4.85,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Commercial,Automation,186394.0,35355.34,0.2344,0.1294,125,29,5.27,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Commercial,Cloud,179557.51,39282.22,0.2574,0.1582,106,20,4.57,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Commercial,Platform,221746.32,64252.85,0.3006,0.1788,146,28,3.45,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Enterprise,AI,224902.11,45453.75,0.2381,0.1383,147,23,4.95,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Enterprise,Automation,294578.73,53437.65,0.2184,0.1181,191,26,5.51,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Enterprise,Cloud,332530.83,72048.21,0.2415,0.1233,200,34,4.62,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,France,Enterprise,Platform,362607.35,97436.98,0.2729,0.156,219,38,3.72,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Commercial,AI,118118.95,20432.39,0.2148,0.1309,74,11,5.78,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Commercial,Automation,131874.35,26110.83,0.2327,0.1337,66,10,5.05,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Commercial,Cloud,148894.04,33490.42,0.2488,0.1299,97,21,4.45,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Commercial,Platform,171777.04,37143.16,0.2416,0.1362,135,21,4.62,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Enterprise,AI,191129.17,38479.3,0.2352,0.1301,107,20,4.97,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Enterprise,Automation,227622.36,43580.63,0.2437,0.1331,110,22,5.22,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Enterprise,Cloud,254377.65,55747.32,0.2274,0.1382,148,27,4.56,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Iberia,Enterprise,Platform,301462.46,62587.0,0.2787,0.1377,185,35,4.82,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Commercial,AI,122693.01,27985.54,0.249,0.1423,74,16,4.38,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Commercial,Automation,165595.57,28377.12,0.1954,0.1048,122,25,5.84,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Commercial,Cloud,167017.07,40741.14,0.2549,0.1208,99,21,4.1,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Commercial,Platform,199060.22,36896.61,0.221,0.1174,126,21,5.4,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Enterprise,AI,214804.66,52147.03,0.2732,0.173,122,17,4.12,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Enterprise,Automation,270477.4,51104.66,0.2279,0.1141,180,38,5.29,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Enterprise,Cloud,280910.11,66612.9,0.2586,0.1443,183,34,4.22,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,Nordics,Enterprise,Platform,331118.26,78502.78,0.2702,0.1562,203,34,4.22,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Commercial,AI,167127.12,34544.81,0.2317,0.1291,115,17,4.84,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Commercial,Automation,212818.25,43467.25,0.2175,0.1113,135,23,4.9,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Commercial,Cloud,250334.09,54390.84,0.2415,0.1445,171,37,4.6,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Commercial,Platform,273077.62,59531.32,0.2417,0.147,147,29,4.59,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Enterprise,AI,296380.56,84281.14,0.2802,0.1437,174,35,3.52,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Enterprise,Automation,363901.77,72521.55,0.2218,0.1186,233,44,5.02,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Enterprise,Cloud,383906.3,118347.92,0.3338,0.1902,260,55,3.24,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-13,UKI,Enterprise,Platform,459707.78,96733.15,0.2329,0.129,303,69,4.75,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Commercial,AI,126955.48,23170.73,0.2209,0.1328,88,18,5.48,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Commercial,Automation,138933.54,24566.17,0.2113,0.1341,78,12,5.66,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Commercial,Cloud,170279.62,24838.83,0.197,0.1012,131,23,6.86,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Commercial,Platform,211816.26,55732.3,0.2796,0.1545,162,31,3.8,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Enterprise,AI,221390.29,48058.9,0.2549,0.1304,153,30,4.61,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Enterprise,Automation,257952.47,57003.66,0.2298,0.1383,154,28,4.53,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Enterprise,Cloud,283940.46,59514.5,0.2511,0.1411,182,31,4.77,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Benelux,Enterprise,Platform,325944.49,83627.23,0.276,0.1612,217,41,3.9,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Commercial,AI,185472.77,32501.75,0.2057,0.1167,118,25,5.71,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Commercial,Automation,238054.02,48993.96,0.2374,0.1129,174,27,4.86,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Commercial,Cloud,265020.18,59500.95,0.265,0.1433,164,30,4.45,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Commercial,Platform,327848.85,78607.21,0.2664,0.1232,212,41,4.17,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Enterprise,AI,319199.91,67380.71,0.2636,0.1455,198,39,4.74,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Enterprise,Automation,417276.87,98767.33,0.2672,0.1517,280,44,4.22,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Enterprise,Cloud,454150.16,95203.02,0.239,0.1436,273,49,4.77,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,DACH,Enterprise,Platform,489483.49,117878.69,0.2608,0.1375,313,61,4.15,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Commercial,AI,151935.05,27643.78,0.2136,0.1118,102,17,5.5,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Commercial,Automation,168530.45,32701.24,0.2068,0.1145,109,22,5.15,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Commercial,Cloud,205227.77,43832.1,0.2369,0.1298,126,23,4.68,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Commercial,Platform,225776.49,54443.46,0.2666,0.1658,137,27,4.15,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Enterprise,AI,225979.16,52253.92,0.2668,0.139,139,23,4.32,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Enterprise,Automation,299156.79,63363.56,0.2131,0.1171,196,41,4.72,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Enterprise,Cloud,325761.27,78690.57,0.2482,0.1555,212,41,4.14,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,France,Enterprise,Platform,343003.85,85987.89,0.2911,0.1424,208,41,3.99,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Commercial,AI,112029.92,22406.52,0.2203,0.1298,68,12,5.0,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Commercial,Automation,130066.77,20892.47,0.1844,0.1113,86,17,6.23,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Commercial,Cloud,172224.19,33981.96,0.2365,0.127,137,24,5.07,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Commercial,Platform,187378.86,43873.56,0.278,0.1458,114,24,4.27,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Enterprise,AI,182884.19,38136.76,0.2444,0.119,111,21,4.8,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Enterprise,Automation,238688.79,56677.61,0.276,0.155,154,27,4.21,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Enterprise,Cloud,271398.78,54013.2,0.2455,0.1532,171,27,5.02,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Iberia,Enterprise,Platform,275295.61,60438.38,0.2682,0.1721,182,37,4.55,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Commercial,AI,118784.05,27238.78,0.2325,0.1263,60,8,4.36,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Commercial,Automation,149367.97,28457.83,0.2212,0.1268,101,15,5.25,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Commercial,Cloud,187974.05,39749.34,0.2311,0.1467,116,23,4.73,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Commercial,Platform,203725.69,51008.1,0.2793,0.1318,130,24,3.99,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Enterprise,AI,214712.93,44318.78,0.2529,0.1419,139,33,4.84,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Enterprise,Automation,297526.75,63602.38,0.2449,0.1567,176,31,4.68,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Enterprise,Cloud,300870.92,70037.6,0.2542,0.1495,173,32,4.3,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,Nordics,Enterprise,Platform,354938.54,89362.94,0.2874,0.1627,224,50,3.97,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Commercial,AI,164680.33,29498.61,0.2317,0.1255,99,18,5.58,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Commercial,Automation,214745.06,39489.23,0.2193,0.1187,156,24,5.44,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Commercial,Cloud,258575.63,54798.34,0.2451,0.1368,158,25,4.72,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Commercial,Platform,287974.47,58693.29,0.2375,0.1205,158,31,4.91,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Enterprise,AI,280920.19,54926.88,0.2358,0.1437,185,28,5.11,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Enterprise,Automation,359536.23,72187.23,0.236,0.1402,218,41,4.98,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Enterprise,Cloud,412914.37,92600.64,0.2362,0.1347,251,50,4.46,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-20,UKI,Enterprise,Platform,477998.7,106303.82,0.2558,0.1383,307,54,4.5,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Commercial,AI,119474.15,24940.36,0.2096,0.1224,95,20,4.79,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Commercial,Automation,152597.98,25850.5,0.2239,0.1185,99,17,5.9,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Commercial,Cloud,161945.75,30068.03,0.206,0.1039,105,21,5.39,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Commercial,Platform,203516.89,39866.23,0.2392,0.121,143,29,5.1,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Enterprise,AI,191499.64,36768.69,0.2391,0.1089,115,19,5.21,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Enterprise,Automation,263587.31,65991.16,0.2676,0.1395,174,39,3.99,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Enterprise,Cloud,282339.17,62684.09,0.2383,0.1456,181,30,4.5,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,Benelux,Enterprise,Platform,342459.16,83296.31,0.2918,0.1647,223,38,4.11,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Commercial,AI,200745.93,35732.29,0.2213,0.1226,125,22,5.62,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Commercial,Automation,273999.51,51315.26,0.2211,0.1192,183,32,5.34,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Commercial,Cloud,320050.1,69461.17,0.2545,0.1586,196,39,4.61,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Commercial,Platform,327569.91,77187.3,0.263,0.1458,198,40,4.24,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Enterprise,AI,363540.41,87528.4,0.2734,0.1786,236,37,4.15,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Enterprise,Automation,409314.33,106083.54,0.2893,0.1601,244,51,3.86,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Enterprise,Cloud,451784.81,118763.09,0.2972,0.1613,271,60,3.8,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,DACH,Enterprise,Platform,561939.02,145013.2,0.2864,0.1513,365,66,3.88,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,France,Commercial,AI,137701.95,33473.29,0.263,0.1373,91,18,4.11,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
2025-01-27,France,Commercial,Automation,169449.93,37447.74,0.2541,0.1353,118,22,4.52,normal,No material exception,SYNTHETIC_DEMO_ONLY,,,,0.0,False
